1	1	N	V notch of frontal	3	1	0	0	1	0	0	0
1	2	Sella	Center of Sella Turcica	1	0	0	7	1	0	0	0
1	3	R FZP	The intersection of the right frontozygomatic suture and the inner rim of the orbit in the frontal plane	3	0	0	0	1	0	0	0
1	4	L FZP	The intersection of the left frontozygomatic suture and the inner rim of the orbit in the frontal plane	3	0	0	0	1	1	0	0
1	5	R Or	Most inferior point of Right Orbital contour	3	1	0	0	1	0	0	0
1	6	L Or	Most inferior point of Left Orbital contour	3	1	0	0	1	1	0	0
1	7	R Po	Most superior point of right external auditory meatus	1	1	0	0	1	0	0	0
1	8	L Po	Most superior point of left external auditory meatus	5	1	0	0	1	1	0	0
1	190	PoMP	The middle point of right porion and left porion	3	1	0	0	0	0	0	0
1	9	R TFP	The most superior point of the right inferior zygomatic arch, above the normal position of condylar head	1	0	0	0	1	0	0	0
1	10	L TFP	The most superior point of the left inferior zygomatic arch, above the normal position of condylar head	5	0	0	0	1	1	0	0
1	11	Basion	Most anterior point of foramen magnum in the Occipital bone	1	0	0	7	1	0	0	0
2	126	R Cd-C	A mid-point between R Cd-L and R Cd-M	0	0	0	0	0	0	0	1
2	127	R Cd-L	The most lateral point of the R condylar head	1	0	0	0	1	0	0	1
2	128	R Cd-M	The most medial point of the R condylar head	1	0	0	0	1	0	0	1
2	129	R C Cd-S	The most superior point of condyle in the Condylar Coronal Plane	0	0	0	0	1	0	1	1
2	133	R Cd-A	The most anterior point of condyle in the Condylar Sagittal Plane within the range of Glenoid Fossa	0	0	0	0	1	0	0	1
2	134	R Cd-P	The most posterior point of condyle in the Condylar Sagittal Plane within the range of Glenoid Fossa	0	0	0	0	1	0	0	1
2	135	R S Cd-S	The most superior point of condyle in the Condylar Sagittal Plane within the range of Glenoid Fossa	0	0	0	0	1	0	0	1
2	139	L Cd-C	A mid-point between L Cd-L and L Cd-M	0	0	0	0	0	0	0	1
2	140	L Cd-L	The most lateral point of the L condylar head	5	0	0	0	1	1	0	1
2	141	L Cd-M	The most medial point of the L condylar head	5	0	0	0	1	1	0	1
2	142	L C Cd-S	The most superior point of condyle in the Condylar Coronal Plane	0	0	0	0	1	1	1	1
2	146	L Cd-A	The most anterior point of condyle in the Condylar Sagittal Plane within the range of Glenoid Fossa	0	0	0	0	1	1	0	1
2	147	L Cd-P	The most posterior point of condyle in the Condylar Sagittal Plane within the range of Glenoid Fossa	0	0	0	0	1	1	0	1
2	148	L S Cd-S	The most superior point of condyle in the Condylar Sagittal Plane within the range of Glenoid Fossa	0	0	0	0	1	1	0	1
2	130	R GF-L	The point in the Glenoid Fossa closest to the R Cd-L in the Condylar Coronal Plane	0	0	0	0	1	0	1	2
2	131	R GF-M	The point in the Glenoid Fossa closest to the R Cd-M in the Condylar Coronal Plane	0	0	0	0	1	0	1	2
2	132	R C GF-S	The point in the Glenoid Fossa closest to the R C Cd-S in the Condylar Coronal Plane	0	0	0	0	1	0	1	2
2	136	R GF-A	The point in the Glenoid Fossa closest to the R Cd-A in the Condylar Sagittal Plane	0	0	0	0	1	0	0	2
2	137	R GF-P	The point in the Glenoid Fossa closest to the R Cd-P in the Condylar Sagittal Plane	0	0	0	0	1	0	0	2
2	138	R S GF-S	The point in the Glenoid Fossa closest to the R S Cd-S in the Condylar Sagittal Plane	0	0	0	0	1	0	0	2
2	143	L GF-L	The point in the Glenoid Fossa closest to the L Cd-L in the Condylar Coronal Plane	0	0	0	0	1	1	1	2
2	144	L GF-M	The point in the Glenoid Fossa closest to the L Cd-M in the Condylar Coronal Plane	0	0	0	0	1	1	1	2
2	145	L C GF-S	The point in the Glenoid Fossa closest to the L C Cd-S in the Condylar Coronal Plane	0	0	0	0	1	1	1	2
2	149	L GF-A	The point in the Glenoid Fossa closest to the L Cd-A in the Condylar Sagittal Plane	0	0	0	0	1	1	0	2
2	150	L GF-P	The point in the Glenoid Fossa closest to the L Cd-P in the Condylar Sagittal Plane	0	0	0	0	1	1	0	2
2	151	L S GF-S	The point in the Glenoid Fossa closest to the L S Cd-S in the Condylar Sagittal Plane	0	0	0	0	1	1	0	2
3	12	R KRP	The most inferior point of the right key ridge in the sagittal plane	1	0	0	0	1	0	0	0
3	13	L KRP	The most inferior point of the left key ridge in the sagittal plane	5	0	0	0	1	1	0	0
3	14	ANS	The most anterior point of the premaxillary bone in the sagittal plane	1	0	0	0	1	0	0	0
3	15	PNS	The most posterior point of the palatine bone in the sagittal plane	1	0	0	7	1	0	0	0
