2,118.30,124.04,121.70
1,119.78,56.45,123.47
3,66.89,75.67,124.84
4,164.90,74.01,121.00
5,84.61,70.14,98.70
6,151.12,68.20,99.54
7,52.05,152.03,105.07
8,182.77,154.75,101.22
9,51.07,137.92,104.51
10,183.45,140.42,99.94
125,62.41,139.73,98.68
126,53.39,134.49,97.61
128,71.43,143.01,97.76
129,62.61,138.45,104.52
133,63.13,137.32,102.56
134,59.99,143.93,102.02
135,62.00,139.76,105.51
139,170.29,138.90,93.19
140,179.52,135.49,92.45
141,161.07,142.31,93.94
142,170.63,138.55,100.63
146,170.02,137.53,98.36
147,172.34,143.93,97.35
148,170.96,139.90,99.86
130,52.13,133.62,101.99
131,76.30,145.17,100.29
132,62.69,138.33,107.37
136,64.55,134.37,104.68
137,59.49,144.98,102.56
138,62.08,139.64,107.75
143,182.54,134.21,97.61
144,157.07,143.72,96.33
145,170.74,138.40,104.20
149,169.04,134.69,100.01
150,173.15,145.94,98.68
151,171.07,139.71,103.81
12,74.32,83.78,78.48
13,161.13,84.47,76.11
14,117.66,59.63,70.83
15,117.82,106.52,77.11
18,117.53,61.94,64.68
152,67.05,84.22,82.69
153,167.18,84.50,82.05
154,50.32,116.75,99.98
155,184.42,114.58,96.11
19,116.29,66.79,36.06
21,115.88,68.17,24.07
22,115.87,71.28,16.99
23,115.78,77.69,13.51
28,68.87,100.40,93.12
29,165.76,101.49,89.43
32,67.24,120.35,84.89
33,166.54,120.57,80.56
34,73.91,106.42,67.13
35,159.30,105.64,64.17
36,69.63,139.59,57.16
37,163.45,139.60,54.65
38,69.48,134.46,43.97
39,161.88,134.38,42.31
40,70.92,126.42,41.17
41,160.59,127.04,38.23
125,120.26,128.23,17.15
122,118.26,36.14,76.77
70,117.21,51.58,46.73
42,117.42,61.48,47.00
43,113.13,61.50,46.89
44,114.06,71.04,69.37
47,98.81,69.79,49.34
48,101.19,74.21,74.35
51,90.10,83.62,53.45
52,91.05,80.60,71.68
176,98.07,87.41,74.05
45,121.72,62.04,45.98
46,120.83,71.03,68.04
49,136.04,71.09,48.18
50,132.74,76.26,72.63
53,143.12,85.23,52.17
54,143.77,81.40,72.03
180,136.33,88.56,73.71
55,116.61,84.42,52.81
56,116.48,65.16,49.81
57,113.58,64.91,50.37
58,114.45,72.04,32.53
61,102.64,68.59,50.92
62,102.41,80.95,29.90
65,95.73,81.74,52.84
66,92.95,90.39,36.10
59,119.60,65.23,49.79
60,117.34,72.26,32.28
63,130.08,70.51,51.03
64,127.63,80.40,29.68
67,136.81,83.03,51.88
68,140.81,91.89,33.80
69,116.27,82.39,52.36
80,105.02,64.19,48.28
81,107.35,73.32,69.68
84,-99999,-99999,-99999
85,-99999,-99999,-99999
174,-99999,-99999,-99999
88,94.30,76.79,51.07
89,94.06,78.20,70.64
175,95.34,79.69,70.96
92,85.84,94.17,57.75
93,90.40,90.61,72.79
177,95.20,96.55,74.03
112,84.70,101.80,73.52
113,87.98,95.85,80.19
82,129.59,65.04,46.67
83,125.42,72.94,69.85
86,-99999,-99999,-99999
87,-99999,-99999,-99999
178,-99999,-99999,-99999
90,140.37,78.89,49.38
91,138.17,77.78,69.49
179,136.93,78.60,69.73
94,146.57,96.29,55.63
95,144.50,93.64,72.77
181,137.98,98.04,74.79
114,148.76,103.99,72.85
115,148.24,97.04,79.80
96,108.04,66.42,50.58
97,108.32,74.06,31.65
100,96.61,74.87,51.39
101,98.69,82.77,32.55
104,-99999,-99999,-99999
105,-99999,-99999,-99999
108,89.64,92.65,56.50
109,90.81,100.30,40.29
116,83.22,105.55,53.98
117,76.32,113.38,50.03
98,124.77,66.85,49.67
99,122.16,74.81,32.70
102,135.51,76.72,51.69
103,132.10,83.42,30.44
106,-99999,-99999,-99999
107,-99999,-99999,-99999
110,142.65,93.54,55.68
111,144.75,102.95,39.17
118,149.42,105.70,52.69
119,157.57,109.54,48.34
120,118.58,47.45,135.48
121,118.34,51.02,115.20
156,98.94,59.54,111.14
157,135.30,60.13,109.96
158,66.58,72.54,111.94
159,165.58,70.38,108.94
160,51.62,84.21,83.19
161,183.28,84.50,81.57
162,41.76,116.62,100.24
163,193.57,114.59,95.71
164,99.74,49.45,73.57
165,136.95,51.60,71.90
71,118.39,41.94,69.27
72,117.76,49.36,67.95
166,117.62,44.30,56.28
167,112.08,44.92,57.34
168,123.22,44.88,56.76
73,118.28,43.53,53.22
169,94.37,56.83,42.78
170,137.67,57.72,43.50
123,117.00,48.22,38.90
171,116.85,49.52,36.34
